week,product_id,product,category,state,price,quantity,log_price,log_quantity,seasonality,elasticity,intercept
85,Hyundai (NewYork),Hyundai,Sedan,NewYork,1008.09,120492,6.9158,11.6993,-0.7485,-0.5872159596832714,12.144257221107814
86,Hyundai (NewYork),Hyundai,Sedan,NewYork,1018.44,127548,6.926,11.7562,-0.823,-0.5872159596832714,12.144257221107814
87,Hyundai (NewYork),Hyundai,Sedan,NewYork,1030.02,127622,6.9373,11.7568,-0.8855,-0.5872159596832714,12.144257221107814
88,Hyundai (NewYork),Hyundai,Sedan,NewYork,1025.97,173847,6.9334,12.0659,-0.935,-0.5872159596832714,12.144257221107814
89,Hyundai (NewYork),Hyundai,Sedan,NewYork,1059.38,151076,6.9654,11.9255,-0.9709,-0.5872159596832714,12.144257221107814
90,Hyundai (NewYork),Hyundai,Sedan,NewYork,1061.03,144384,6.967,11.8802,-0.9927,-0.5872159596832714,12.144257221107814
91,Hyundai (NewYork),Hyundai,Sedan,NewYork,1016.95,126356,6.9246,11.7469,-1.0,-0.5872159596832714,12.144257221107814
92,Hyundai (NewYork),Hyundai,Sedan,NewYork,965.01,128304,6.8721,11.7622,-0.9927,-0.5872159596832714,12.144257221107814
93,Hyundai (NewYork),Hyundai,Sedan,NewYork,929.39,116410,6.8345,11.6649,-0.9709,-0.5872159596832714,12.144257221107814
94,Hyundai (NewYork),Hyundai,Sedan,NewYork,939.77,151754,6.8456,11.93,-0.935,-0.5872159596832714,12.144257221107814
95,Hyundai (NewYork),Hyundai,Sedan,NewYork,938.51,154796,6.8443,11.9499,-0.8855,-0.5872159596832714,12.144257221107814
96,Hyundai (NewYork),Hyundai,Sedan,NewYork,948.67,175308,6.8551,12.0743,-0.823,-0.5872159596832714,12.144257221107814
97,Hyundai (NewYork),Hyundai,Sedan,NewYork,972.72,145234,6.8801,11.8861,-0.7485,-0.5872159596832714,12.144257221107814
98,Hyundai (NewYork),Hyundai,Sedan,NewYork,942.69,147818,6.8487,11.9037,-0.6631,-0.5872159596832714,12.144257221107814
99,Hyundai (NewYork),Hyundai,Sedan,NewYork,1014.36,149226,6.922,11.9132,-0.5681,-0.5872159596832714,12.144257221107814
100,Hyundai (NewYork),Hyundai,Sedan,NewYork,1000.88,167966,6.9086,12.0315,-0.4647,-0.5872159596832714,12.144257221107814
101,Hyundai (NewYork),Hyundai,Sedan,NewYork,979.42,129809,6.887,11.7738,-0.3546,-0.5872159596832714,12.144257221107814
102,Hyundai (NewYork),Hyundai,Sedan,NewYork,1003.33,172894,6.9111,12.0604,-0.2393,-0.5872159596832714,12.144257221107814
103,Hyundai (NewYork),Hyundai,Sedan,NewYork,915.3,163758,6.8193,12.0061,-0.1205,-0.5872159596832714,12.144257221107814
0,Toyota (Florida),Toyota,Sedan,Florida,510.08,175746,6.2346,12.0768,0.0,-0.4516801157504289,10.801543751582267
1,Toyota (Florida),Toyota,Sedan,Florida,467.64,165753,6.1477,12.0183,0.1205,-0.4516801157504289,10.801543751582267
2,Toyota (Florida),Toyota,Sedan,Florida,494.51,205282,6.2036,12.2321,0.2393,-0.4516801157504289,10.801543751582267
3,Toyota (Florida),Toyota,Sedan,Florida,533.32,241992,6.2791,12.3967,0.3546,-0.4516801157504289,10.801543751582267
4,Toyota (Florida),Toyota,Sedan,Florida,523.56,254448,6.2607,12.4469,0.4647,-0.4516801157504289,10.801543751582267
5,Toyota (Florida),Toyota,Sedan,Florida,531.26,217259,6.2752,12.2888,0.5681,-0.4516801157504289,10.801543751582267
6,Toyota (Florida),Toyota,Sedan,Florida,561.83,259710,6.3312,12.4673,0.6631,-0.4516801157504289,10.801543751582267
7,Toyota (Florida),Toyota,Sedan,Florida,548.87,211581,6.3079,12.2624,0.7485,-0.4516801157504289,10.801543751582267
8,Toyota (Florida),Toyota,Sedan,Florida,573.21,241950,6.3512,12.3965,0.823,-0.4516801157504289,10.801543751582267
9,Toyota (Florida),Toyota,Sedan,Florida,554.29,211954,6.3177,12.2641,0.8855,-0.4516801157504289,10.801543751582267
10,Toyota (Florida),Toyota,Sedan,Florida,541.21,206959,6.2938,12.2403,0.935,-0.4516801157504289,10.801543751582267
11,Toyota (Florida),Toyota,Sedan,Florida,520.01,210629,6.2538,12.2579,0.9709,-0.4516801157504289,10.801543751582267
12,Toyota (Florida),Toyota,Sedan,Florida,528.99,188777,6.271,12.1483,0.9927,-0.4516801157504289,10.801543751582267
13,Toyota (Florida),Toyota,Sedan,Florida,560.53,282285,6.3289,12.5507,1.0,-0.4516801157504289,10.801543751582267
14,Toyota (Florida),Toyota,Sedan,Florida,555.39,221076,6.3197,12.3063,0.9927,-0.4516801157504289,10.801543751582267
15,Toyota (Florida),Toyota,Sedan,Florida,521.19,225772,6.2561,12.3273,0.9709,-0.4516801157504289,10.801543751582267
16,Toyota (Florida),Toyota,Sedan,Florida,493.72,221171,6.202,12.3067,0.935,-0.4516801157504289,10.801543751582267
17,Toyota (Florida),Toyota,Sedan,Florida,503.56,236101,6.2217,12.372,0.8855,-0.4516801157504289,10.801543751582267
18,Toyota (Florida),Toyota,Sedan,Florida,552.2,279252,6.3139,12.5399,0.823,-0.4516801157504289,10.801543751582267
19,Toyota (Florida),Toyota,Sedan,Florida,563.18,286149,6.3336,12.5643,0.7485,-0.4516801157504289,10.801543751582267
20,Toyota (Florida),Toyota,Sedan,Florida,552.39,177020,6.3142,12.084,0.6631,-0.4516801157504289,10.801543751582267
21,Toyota (Florida),Toyota,Sedan,Florida,573.96,193760,6.3526,12.1744,0.5681,-0.4516801157504289,10.801543751582267
22,Toyota (Florida),Toyota,Sedan,Florida,567.13,176584,6.3406,12.0816,0.4647,-0.4516801157504289,10.801543751582267
23,Toyota (Florida),Toyota,Sedan,Florida,556.5,221338,6.3217,12.3074,0.3546,-0.4516801157504289,10.801543751582267
24,Toyota (Florida),Toyota,Sedan,Florida,530.46,197856,6.2737,12.1953,0.2393,-0.4516801157504289,10.801543751582267
25,Toyota (Florida),Toyota,Sedan,Florida,569.16,164324,6.3442,12.0096,0.1205,-0.4516801157504289,10.801543751582267
26,Toyota (Florida),Toyota,Sedan,Florida,501.3,187917,6.2172,12.1438,-0.0,-0.4516801157504289,10.801543751582267
27,Toyota (Florida),Toyota,Sedan,Florida,521.7,165704,6.2571,12.018,-0.1205,-0.4516801157504289,10.801543751582267
28,Toyota (Florida),Toyota,Sedan,Florida,509.75,223160,6.2339,12.3156,-0.2393,-0.4516801157504289,10.801543751582267
29,Toyota (Florida),Toyota,Sedan,Florida,499.39,184938,6.2134,12.1278,-0.3546,-0.4516801157504289,10.801543751582267
30,Toyota (Florida),Toyota,Sedan,Florida,543.49,171772,6.298,12.0539,-0.4647,-0.4516801157504289,10.801543751582267
31,Toyota (Florida),Toyota,Sedan,Florida,524.43,110770,6.2623,11.6152,-0.5681,-0.4516801157504289,10.801543751582267
32,Toyota (Florida),Toyota,Sedan,Florida,506.89,154681,6.2283,11.9491,-0.6631,-0.4516801157504289,10.801543751582267
33,Toyota (Florida),Toyota,Sedan,Florida,503.6,197956,6.2218,12.1958,-0.7485,-0.4516801157504289,10.801543751582267
34,Toyota (Florida),Toyota,Sedan,Florida,514.13,177249,6.2425,12.0853,-0.823,-0.4516801157504289,10.801543751582267
35,Toyota (Florida),Toyota,Sedan,Florida,502.9,123632,6.2204,11.7251,-0.8855,-0.4516801157504289,10.801543751582267
36,Toyota (Florida),Toyota,Sedan,Florida,464.84,152418,6.1417,11.9344,-0.935,-0.4516801157504289,10.801543751582267
37,Toyota (Florida),Toyota,Sedan,Florida,445.15,137960,6.0984,11.8347,-0.9709,-0.4516801157504289,10.801543751582267
38,Toyota (Florida),Toyota,Sedan,Florida,474.6,184262,6.1625,12.1241,-0.9927,-0.4516801157504289,10.801543751582267
39,Toyota (Florida),Toyota,Sedan,Florida,476.38,153426,6.1662,11.941,-1.0,-0.4516801157504289,10.801543751582267
40,Toyota (Florida),Toyota,Sedan,Florida,487.24,135558,6.1888,11.8172,-0.9927,-0.4516801157504289,10.801543751582267
41,Toyota (Florida),Toyota,Sedan,Florida,480.92,145550,6.1757,11.8883,-0.9709,-0.4516801157504289,10.801543751582267
42,Toyota (Florida),Toyota,Sedan,Florida,465.32,105534,6.1427,11.5668,-0.935,-0.4516801157504289,10.801543751582267
43,Toyota (Florida),Toyota,Sedan,Florida,506.03,119166,6.2266,11.6883,-0.8855,-0.4516801157504289,10.801543751582267
44,Toyota (Florida),Toyota,Sedan,Florida,501.29,140795,6.2172,11.8551,-0.823,-0.4516801157504289,10.801543751582267
45,Toyota (Florida),Toyota,Sedan,Florida,490.3,163584,6.195,12.0051,-0.7485,-0.4516801157504289,10.801543751582267
46,Toyota (Florida),Toyota,Sedan,Florida,517.92,118725,6.2498,11.6846,-0.6631,-0.4516801157504289,10.801543751582267
47,Toyota (Florida),Toyota,Sedan,Florida,499.55,146459,6.2137,11.8945,-0.5681,-0.4516801157504289,10.801543751582267
48,Toyota (Florida),Toyota,Sedan,Florida,484.91,178279,6.184,12.0911,-0.4647,-0.4516801157504289,10.801543751582267
49,Toyota (Florida),Toyota,Sedan,Florida,485.16,134393,6.1845,11.8085,-0.3546,-0.4516801157504289,10.801543751582267
50,Toyota (Florida),Toyota,Sedan,Florida,485.17,162301,6.1845,11.9972,-0.2393,-0.4516801157504289,10.801543751582267
51,Toyota (Florida),Toyota,Sedan,Florida,491.51,159859,6.1975,11.982,-0.1205,-0.4516801157504289,10.801543751582267
52,Toyota (Florida),Toyota,Sedan,Florida,545.7,190594,6.3021,12.1579,0.0,-0.4516801157504289,10.801543751582267
53,Toyota (Florida),Toyota,Sedan,Florida,554.95,152994,6.3189,11.9382,0.1205,-0.4516801157504289,10.801543751582267
54,Toyota (Florida),Toyota,Sedan,Florida,492.73,162759,6.2,12.0,0.2393,-0.4516801157504289,10.801543751582267
55,Toyota (Florida),Toyota,Sedan,Florida,500.84,183824,6.2163,12.1217,0.3546,-0.4516801157504289,10.801543751582267
56,Toyota (Florida),Toyota,Sedan,Florida,501.79,140613,6.2182,11.8538,0.4647,-0.4516801157504289,10.801543751582267
57,Toyota (Florida),Toyota,Sedan,Florida,502.88,154189,6.2204,11.9459,0.5681,-0.4516801157504289,10.801543751582267
58,Toyota (Florida),Toyota,Sedan,Florida,509.1,153374,6.2327,11.9406,0.6631,-0.4516801157504289,10.801543751582267
59,Toyota (Florida),Toyota,Sedan,Florida,508.37,162256,6.2312,11.9969,0.7485,-0.4516801157504289,10.801543751582267
60,Toyota (Florida),Toyota,Sedan,Florida,507.04,182290,6.2286,12.1134,0.823,-0.4516801157504289,10.801543751582267
61,Toyota (Florida),Toyota,Sedan,Florida,522.82,163835,6.2592,12.0066,0.8855,-0.4516801157504289,10.801543751582267
62,Toyota (Florida),Toyota,Sedan,Florida,508.84,150861,6.2321,11.9241,0.935,-0.4516801157504289,10.801543751582267
63,Toyota (Florida),Toyota,Sedan,Florida,485.29,174899,6.1847,12.072,0.9709,-0.4516801157504289,10.801543751582267
64,Toyota (Florida),Toyota,Sedan,Florida,564.5,193993,6.3359,12.1756,0.9927,-0.4516801157504289,10.801543751582267
65,Toyota (Florida),Toyota,Sedan,Florida,544.65,152579,6.3001,11.9354,1.0,-0.4516801157504289,10.801543751582267
66,Toyota (Florida),Toyota,Sedan,Florida,547.39,174701,6.3052,12.0708,0.9927,-0.4516801157504289,10.801543751582267
67,Toyota (Florida),Toyota,Sedan,Florida,507.94,166465,6.2304,12.0225,0.9709,-0.4516801157504289,10.801543751582267
68,Toyota (Florida),Toyota,Sedan,Florida,510.91,168681,6.2362,12.0358,0.935,-0.4516801157504289,10.801543751582267
69,Toyota (Florida),Toyota,Sedan,Florida,487.62,135734,6.1895,11.8185,0.8855,-0.4516801157504289,10.801543751582267
70,Toyota (Florida),Toyota,Sedan,Florida,476.95,202067,6.1674,12.2164,0.823,-0.4516801157504289,10.801543751582267
71,Toyota (Florida),Toyota,Sedan,Florida,502.53,148931,6.2197,11.9112,0.7485,-0.4516801157504289,10.801543751582267
72,Toyota (Florida),Toyota,Sedan,Florida,514.53,180346,6.2433,12.1026,0.6631,-0.4516801157504289,10.801543751582267
73,Toyota (Florida),Toyota,Sedan,Florida,529.37,139664,6.2717,11.847,0.5681,-0.4516801157504289,10.801543751582267
74,Toyota (Florida),Toyota,Sedan,Florida,484.5,137535,6.1831,11.8316,0.4647,-0.4516801157504289,10.801543751582267
75,Toyota (Florida),Toyota,Sedan,Florida,531.11,163841,6.275,12.0067,0.3546,-0.4516801157504289,10.801543751582267
76,Toyota (Florida),Toyota,Sedan,Florida,500.38,170353,6.2154,12.0456,0.2393,-0.4516801157504289,10.801543751582267
77,Toyota (Florida),Toyota,Sedan,Florida,540.13,143338,6.2918,11.873,0.1205,-0.4516801157504289,10.801543751582267
78,Toyota (Florida),Toyota,Sedan,Florida,568.43,144519,6.3429,11.8812,0.0,-0.4516801157504289,10.801543751582267
79,Toyota (Florida),Toyota,Sedan,Florida,585.08,120320,6.3717,11.6979,-0.1205,-0.4516801157504289,10.801543751582267
80,Toyota (Florida),Toyota,Sedan,Florida,560.59,123891,6.329,11.7272,-0.2393,-0.4516801157504289,10.801543751582267
81,Toyota (Florida),Toyota,Sedan,Florida,564.86,113593,6.3366,11.6404,-0.3546,-0.4516801157504289,10.801543751582267
82,Toyota (Florida),Toyota,Sedan,Florida,551.71,133989,6.313,11.8055,-0.4647,-0.4516801157504289,10.801543751582267
83,Toyota (Florida),Toyota,Sedan,Florida,552.52,108855,6.3145,11.5978,-0.5681,-0.4516801157504289,10.801543751582267
84,Toyota (Florida),Toyota,Sedan,Florida,545.66,138722,6.302,11.8402,-0.6631,-0.4516801157504289,10.801543751582267
85,Toyota (Florida),Toyota,Sedan,Florida,492.78,118309,6.2001,11.6811,-0.7485,-0.4516801157504289,10.801543751582267
86,Toyota (Florida),Toyota,Sedan,Florida,521.21,116513,6.2561,11.6658,-0.823,-0.4516801157504289,10.801543751582267
87,Toyota (Florida),Toyota,Sedan,Florida,519.1,124691,6.2521,11.7336,-0.8855,-0.4516801157504289,10.801543751582267
88,Toyota (Florida),Toyota,Sedan,Florida,506.67,115774,6.2279,11.6594,-0.935,-0.4516801157504289,10.801543751582267
89,Toyota (Florida),Toyota,Sedan,Florida,492.67,110152,6.1998,11.6096,-0.9709,-0.4516801157504289,10.801543751582267
90,Toyota (Florida),Toyota,Sedan,Florida,501.58,113013,6.2178,11.6353,-0.9927,-0.4516801157504289,10.801543751582267
91,Toyota (Florida),Toyota,Sedan,Florida,479.66,133737,6.1731,11.8036,-1.0,-0.4516801157504289,10.801543751582267
92,Toyota (Florida),Toyota,Sedan,Florida,428.51,114391,6.0603,11.6474,-0.9927,-0.4516801157504289,10.801543751582267
93,Toyota (Florida),Toyota,Sedan,Florida,437.32,116157,6.0807,11.6627,-0.9709,-0.4516801157504289,10.801543751582267
94,Toyota (Florida),Toyota,Sedan,Florida,448.82,116407,6.1066,11.6648,-0.935,-0.4516801157504289,10.801543751582267
95,Toyota (Florida),Toyota,Sedan,Florida,444.36,127785,6.0966,11.7581,-0.8855,-0.4516801157504289,10.801543751582267
96,Toyota (Florida),Toyota,Sedan,Florida,419.58,127030,6.0392,11.7522,-0.823,-0.4516801157504289,10.801543751582267
97,Toyota (Florida),Toyota,Sedan,Florida,421.45,163009,6.0437,12.0016,-0.7485,-0.4516801157504289,10.801543751582267
98,Toyota (Florida),Toyota,Sedan,Florida,391.69,136527,5.9705,11.8243,-0.6631,-0.4516801157504289,10.801543751582267
99,Toyota (Florida),Toyota,Sedan,Florida,372.08,144950,5.9191,11.8841,-0.5681,-0.4516801157504289,10.801543751582267
100,Toyota (Florida),Toyota,Sedan,Florida,358.37,146628,5.8816,11.8957,-0.4647,-0.4516801157504289,10.801543751582267
101,Toyota (Florida),Toyota,Sedan,Florida,373.82,130411,5.9238,11.7784,-0.3546,-0.4516801157504289,10.801543751582267
102,Toyota (Florida),Toyota,Sedan,Florida,367.1,144514,5.9056,11.8811,-0.2393,-0.4516801157504289,10.801543751582267
103,Toyota (Florida),Toyota,Sedan,Florida,358.97,157776,5.8832,11.9689,-0.1205,-0.4516801157504289,10.801543751582267
0,Toyota (NewYork),Toyota,Sedan,NewYork,499.53,1122238,6.2137,13.9308,0.0,-0.5120602025137172,12.707059955394406
1,Toyota (NewYork),Toyota,Sedan,NewYork,508.07,1004650,6.2306,13.8201,0.1205,-0.5120602025137172,12.707059955394406
2,Toyota (NewYork),Toyota,Sedan,NewYork,498.77,969488,6.2121,13.7845,0.2393,-0.5120602025137172,12.707059955394406
3,Toyota (NewYork),Toyota,Sedan,NewYork,484.11,1227482,6.1823,14.0205,0.3546,-0.5120602025137172,12.707059955394406
4,Toyota (NewYork),Toyota,Sedan,NewYork,433.98,1386801,6.073,14.1425,0.4647,-0.5120602025137172,12.707059955394406
5,Toyota (NewYork),Toyota,Sedan,NewYork,455.52,1311738,6.1214,14.0869,0.5681,-0.5120602025137172,12.707059955394406
6,Toyota (NewYork),Toyota,Sedan,NewYork,465.84,1052899,6.1439,13.8671,0.6631,-0.5120602025137172,12.707059955394406
7,Toyota (NewYork),Toyota,Sedan,NewYork,461.69,1104518,6.1349,13.9149,0.7485,-0.5120602025137172,12.707059955394406
8,Toyota (NewYork),Toyota,Sedan,NewYork,458.53,1505019,6.128,14.2243,0.823,-0.5120602025137172,12.707059955394406
9,Toyota (NewYork),Toyota,Sedan,NewYork,475.72,1243541,6.1648,14.0335,0.8855,-0.5120602025137172,12.707059955394406
10,Toyota (NewYork),Toyota,Sedan,NewYork,440.14,1181982,6.0871,13.9827,0.935,-0.5120602025137172,12.707059955394406
11,Toyota (NewYork),Toyota,Sedan,NewYork,427.35,1385777,6.0576,14.1418,0.9709,-0.5120602025137172,12.707059955394406
12,Toyota (NewYork),Toyota,Sedan,NewYork,403.75,1494106,6.0008,14.217,0.9927,-0.5120602025137172,12.707059955394406
13,Toyota (NewYork),Toyota,Sedan,NewYork,441.14,1146230,6.0894,13.952,1.0,-0.5120602025137172,12.707059955394406
14,Toyota (NewYork),Toyota,Sedan,NewYork,460.89,1226729,6.1332,14.0199,0.9927,-0.5120602025137172,12.707059955394406
15,Toyota (NewYork),Toyota,Sedan,NewYork,412.82,1364697,6.023,14.1264,0.9709,-0.5120602025137172,12.707059955394406
16,Toyota (NewYork),Toyota,Sedan,NewYork,382.73,1061578,5.9473,13.8753,0.935,-0.5120602025137172,12.707059955394406
17,Toyota (NewYork),Toyota,Sedan,NewYork,380.21,1216937,5.9407,14.0118,0.8855,-0.5120602025137172,12.707059955394406
18,Toyota (NewYork),Toyota,Sedan,NewYork,371.33,1051934,5.9171,13.8661,0.823,-0.5120602025137172,12.707059955394406
19,Toyota (NewYork),Toyota,Sedan,NewYork,347.54,1086285,5.8509,13.8983,0.7485,-0.5120602025137172,12.707059955394406
20,Toyota (NewYork),Toyota,Sedan,NewYork,383.03,1120184,5.9481,13.929,0.6631,-0.5120602025137172,12.707059955394406
21,Toyota (NewYork),Toyota,Sedan,NewYork,389.06,1285877,5.9637,14.067,0.5681,-0.5120602025137172,12.707059955394406
22,Toyota (NewYork),Toyota,Sedan,NewYork,398.41,1148767,5.9875,13.9542,0.4647,-0.5120602025137172,12.707059955394406
23,Toyota (NewYork),Toyota,Sedan,NewYork,384.86,1082350,5.9529,13.8946,0.3546,-0.5120602025137172,12.707059955394406
24,Toyota (NewYork),Toyota,Sedan,NewYork,399.01,1109563,5.989,13.9195,0.2393,-0.5120602025137172,12.707059955394406
25,Toyota (NewYork),Toyota,Sedan,NewYork,391.49,930754,5.97,13.7438,0.1205,-0.5120602025137172,12.707059955394406
26,Toyota (NewYork),Toyota,Sedan,NewYork,385.99,1100204,5.9558,13.911,-0.0,-0.5120602025137172,12.707059955394406
27,Toyota (NewYork),Toyota,Sedan,NewYork,397.96,1142090,5.9864,13.9484,-0.1205,-0.5120602025137172,12.707059955394406
28,Toyota (NewYork),Toyota,Sedan,NewYork,366.83,963587,5.9049,13.7784,-0.2393,-0.5120602025137172,12.707059955394406
29,Toyota (NewYork),Toyota,Sedan,NewYork,397.32,866734,5.9848,13.6725,-0.3546,-0.5120602025137172,12.707059955394406
30,Toyota (NewYork),Toyota,Sedan,NewYork,400.96,902616,5.9939,13.7131,-0.4647,-0.5120602025137172,12.707059955394406
31,Toyota (NewYork),Toyota,Sedan,NewYork,427.48,648204,6.0579,13.382,-0.5681,-0.5120602025137172,12.707059955394406
32,Toyota (NewYork),Toyota,Sedan,NewYork,405.11,875250,6.0041,13.6823,-0.6631,-0.5120602025137172,12.707059955394406
33,Toyota (NewYork),Toyota,Sedan,NewYork,386.83,1294844,5.958,14.0739,-0.7485,-0.5120602025137172,12.707059955394406
34,Toyota (NewYork),Toyota,Sedan,NewYork,365.0,884466,5.8999,13.6927,-0.823,-0.5120602025137172,12.707059955394406
35,Toyota (NewYork),Toyota,Sedan,NewYork,369.6,881727,5.9124,13.6896,-0.8855,-0.5120602025137172,12.707059955394406
36,Toyota (NewYork),Toyota,Sedan,NewYork,370.82,981530,5.9157,13.7969,-0.935,-0.5120602025137172,12.707059955394406
37,Toyota (NewYork),Toyota,Sedan,NewYork,362.31,1088595,5.8925,13.9004,-0.9709,-0.5120602025137172,12.707059955394406
38,Toyota (NewYork),Toyota,Sedan,NewYork,344.39,1028315,5.8418,13.8434,-0.9927,-0.5120602025137172,12.707059955394406
39,Toyota (NewYork),Toyota,Sedan,NewYork,323.26,767538,5.7785,13.5509,-1.0,-0.5120602025137172,12.707059955394406
40,Toyota (NewYork),Toyota,Sedan,NewYork,322.48,1091818,5.776,13.9034,-0.9927,-0.5120602025137172,12.707059955394406
41,Toyota (NewYork),Toyota,Sedan,NewYork,315.06,1424648,5.7528,14.1694,-0.9709,-0.5120602025137172,12.707059955394406
42,Toyota (NewYork),Toyota,Sedan,NewYork,304.44,1157861,5.7185,13.9621,-0.935,-0.5120602025137172,12.707059955394406
43,Toyota (NewYork),Toyota,Sedan,NewYork,328.92,867832,5.7958,13.6738,-0.8855,-0.5120602025137172,12.707059955394406
44,Toyota (NewYork),Toyota,Sedan,NewYork,327.57,1051197,5.7917,13.8654,-0.823,-0.5120602025137172,12.707059955394406
45,Toyota (NewYork),Toyota,Sedan,NewYork,349.05,830864,5.8552,13.6302,-0.7485,-0.5120602025137172,12.707059955394406
46,Toyota (NewYork),Toyota,Sedan,NewYork,339.87,1135602,5.8285,13.9427,-0.6631,-0.5120602025137172,12.707059955394406
47,Toyota (NewYork),Toyota,Sedan,NewYork,344.05,862033,5.8408,13.667,-0.5681,-0.5120602025137172,12.707059955394406
48,Toyota (NewYork),Toyota,Sedan,NewYork,343.1,978130,5.838,13.7934,-0.4647,-0.5120602025137172,12.707059955394406
49,Toyota (NewYork),Toyota,Sedan,NewYork,315.18,918499,5.7531,13.7305,-0.3546,-0.5120602025137172,12.707059955394406
50,Toyota (NewYork),Toyota,Sedan,NewYork,338.51,926757,5.8245,13.7394,-0.2393,-0.5120602025137172,12.707059955394406
51,Toyota (NewYork),Toyota,Sedan,NewYork,336.23,1144390,5.8178,13.9504,-0.1205,-0.5120602025137172,12.707059955394406
52,Toyota (NewYork),Toyota,Sedan,NewYork,349.01,972290,5.8551,13.7874,0.0,-0.5120602025137172,12.707059955394406
53,Toyota (NewYork),Toyota,Sedan,NewYork,336.13,955622,5.8175,13.7701,0.1205,-0.5120602025137172,12.707059955394406
54,Toyota (NewYork),Toyota,Sedan,NewYork,333.38,943657,5.8093,13.7575,0.2393,-0.5120602025137172,12.707059955394406
55,Toyota (NewYork),Toyota,Sedan,NewYork,319.23,884517,5.7659,13.6928,0.3546,-0.5120602025137172,12.707059955394406
56,Toyota (NewYork),Toyota,Sedan,NewYork,339.59,956334,5.8277,13.7709,0.4647,-0.5120602025137172,12.707059955394406
57,Toyota (NewYork),Toyota,Sedan,NewYork,344.91,1147618,5.8433,13.9532,0.5681,-0.5120602025137172,12.707059955394406
58,Toyota (NewYork),Toyota,Sedan,NewYork,351.3,1290070,5.8616,14.0702,0.6631,-0.5120602025137172,12.707059955394406
59,Toyota (NewYork),Toyota,Sedan,NewYork,375.99,1018924,5.9296,13.8343,0.7485,-0.5120602025137172,12.707059955394406
60,Toyota (NewYork),Toyota,Sedan,NewYork,398.37,1298587,5.9874,14.0768,0.823,-0.5120602025137172,12.707059955394406
61,Toyota (NewYork),Toyota,Sedan,NewYork,413.91,998263,6.0256,13.8138,0.8855,-0.5120602025137172,12.707059955394406
62,Toyota (NewYork),Toyota,Sedan,NewYork,385.51,1121282,5.9546,13.93,0.935,-0.5120602025137172,12.707059955394406
63,Toyota (NewYork),Toyota,Sedan,NewYork,372.33,1078377,5.9198,13.891,0.9709,-0.5120602025137172,12.707059955394406
64,Toyota (NewYork),Toyota,Sedan,NewYork,354.1,1457911,5.8696,14.1925,0.9927,-0.5120602025137172,12.707059955394406
65,Toyota (NewYork),Toyota,Sedan,NewYork,367.22,1667103,5.906,14.3266,1.0,-0.5120602025137172,12.707059955394406
66,Toyota (NewYork),Toyota,Sedan,NewYork,370.36,1059820,5.9145,13.8736,0.9927,-0.5120602025137172,12.707059955394406
67,Toyota (NewYork),Toyota,Sedan,NewYork,345.49,1319700,5.845,14.0929,0.9709,-0.5120602025137172,12.707059955394406
68,Toyota (NewYork),Toyota,Sedan,NewYork,342.24,1624556,5.8355,14.3007,0.935,-0.5120602025137172,12.707059955394406
69,Toyota (NewYork),Toyota,Sedan,NewYork,317.61,1227800,5.7608,14.0207,0.8855,-0.5120602025137172,12.707059955394406
70,Toyota (NewYork),Toyota,Sedan,NewYork,316.77,1606822,5.7582,14.2898,0.823,-0.5120602025137172,12.707059955394406
71,Toyota (NewYork),Toyota,Sedan,NewYork,291.6,1819153,5.6754,14.4139,0.7485,-0.5120602025137172,12.707059955394406
72,Toyota (NewYork),Toyota,Sedan,NewYork,299.42,1657696,5.7018,14.3209,0.6631,-0.5120602025137172,12.707059955394406
73,Toyota (NewYork),Toyota,Sedan,NewYork,305.13,1730920,5.7207,14.3642,0.5681,-0.5120602025137172,12.707059955394406
74,Toyota (NewYork),Toyota,Sedan,NewYork,335.67,1859862,5.8161,14.436,0.4647,-0.5120602025137172,12.707059955394406
75,Toyota (NewYork),Toyota,Sedan,NewYork,350.21,1840662,5.8585,14.4256,0.3546,-0.5120602025137172,12.707059955394406
76,Toyota (NewYork),Toyota,Sedan,NewYork,342.88,1487609,5.8374,14.2127,0.2393,-0.5120602025137172,12.707059955394406
77,Toyota (NewYork),Toyota,Sedan,NewYork,357.19,1425179,5.8783,14.1698,0.1205,-0.5120602025137172,12.707059955394406
78,Toyota (NewYork),Toyota,Sedan,NewYork,333.09,1360356,5.8084,14.1233,0.0,-0.5120602025137172,12.707059955394406
79,Toyota (NewYork),Toyota,Sedan,NewYork,317.44,1747306,5.7603,14.3736,-0.1205,-0.5120602025137172,12.707059955394406
80,Toyota (NewYork),Toyota,Sedan,NewYork,322.77,1315310,5.7769,14.0896,-0.2393,-0.5120602025137172,12.707059955394406
81,Toyota (NewYork),Toyota,Sedan,NewYork,289.75,1592774,5.669,14.281,-0.3546,-0.5120602025137172,12.707059955394406
82,Toyota (NewYork),Toyota,Sedan,NewYork,289.21,1569234,5.6672,14.2661,-0.4647,-0.5120602025137172,12.707059955394406
83,Toyota (NewYork),Toyota,Sedan,NewYork,274.83,1469817,5.6161,14.2006,-0.5681,-0.5120602025137172,12.707059955394406
84,Toyota (NewYork),Toyota,Sedan,NewYork,276.22,1596334,5.6212,14.2832,-0.6631,-0.5120602025137172,12.707059955394406
85,Toyota (NewYork),Toyota,Sedan,NewYork,261.73,2116071,5.5673,14.5651,-0.7485,-0.5120602025137172,12.707059955394406
